Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Sigma Finer,Best Variance Explained Coarse,Best Variance Explained Finer
9246,3582,0.05,0.05,0.5276152926576843,0.5276152926576843
9265,106287,0.4765306122448979,0.5230668048469388,0.903773891646322,0.9039295344787414
9293,3582,0.05,0.05,0.6359704830802417,0.6359704830802417
9885,3582,0.05,0.05,0.5405485740026765,0.5405485740026765
9264,4535,0.05,0.05,0.9192338752471431,0.9192338752471431
9282,4534,0.4765306122448979,0.46880560427295914,0.9343419239983852,0.9343463469939306
118989,3582,0.05,0.05,0.631612022768281,0.631612022768281
9294,3582,0.26326530612244897,0.3733533960459181,0.7531548467452283,0.7593891348934588
9898,3582,0.05,0.05,0.6918446190004568,0.6918446190004568
9849,7179,0.05,0.05,0.3988693531067792,0.3988693531067792
117162,120509,0.05,0.05,0.6293565328467821,0.6293565328467821
109517,120509,0.4765306122448979,0.39313775510204085,0.6498141509653728,0.6505541978069329
9874,4527,0.4765306122448979,0.45223871970663254,0.9155128551783674,0.9156038514678759
9864,5007,0.4765306122448979,0.49449358258928566,0.8625073002903122,0.8625286044918719
9860,2756,0.05,0.05,0.43602333396339044,0.43602333396339044
10522,2756,0.26326530612244897,0.3687771045918365,0.5010975990400802,0.5067552470883374
10513,2756,0.05,0.05,0.3737698306520608,0.3737698306520608
118950,4564,0.4765306122448979,0.4965411750637755,0.9274979822193493,0.9275171283168715
9873,106287,0.6897959183673469,0.6880444834183674,0.9170502803142039,0.9170505538511028
9886,3582,0.05,0.05,0.685457989442924,0.685457989442924
10533,3582,0.05,0.05,0.5448353640807726,0.5448353640807726
9851,2756,0.05,0.05,0.3497905265274798,0.3497905265274798
10514,2756,0.05,0.05,0.37692158845652435,0.37692158845652435
103079,2756,0.05,0.05,0.44372117861001714,0.44372117861001714
10507,2756,0.05,0.05,0.35309914027687106,0.35309914027687106
